city,date,pm2_5,pm10,ozone,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,AQI,temperature_2m,humidity,wind_speed,precipitation
Varanasi,2025-06-03,43.354166666666664,83.24166666666667,103.58333333333333,9.575,12.541666666666666,474.4583333333333,115.16089232442278,30.870833333333334,52.875,9.175,0.2916666666666667
Varanasi,2025-06-04,42.46666666666667,92.94166666666668,121.41666666666667,9.095833333333333,11.1875,437.5833333333333,135.47156887973924,29.370833333333334,65.91666666666667,5.154166666666667,0.17916666666666667
Varanasi,2025-06-05,49.7,86.99166666666667,120.83333333333333,14.229166666666666,13.929166666666665,483.0833333333333,147.5977459448525,30.066666666666666,63.708333333333336,4.370833333333333,0.0375
Varanasi,2025-06-06,62.666666666666664,137.49166666666665,118.75,21.929166666666667,16.72083333333333,551.0416666666666,181.68600333874394,31.82916666666667,49.75,6.475,0.0
Varanasi,2025-06-07,56.56666666666666,126.61666666666666,122.625,19.708333333333332,15.274999999999999,500.75,168.38514228498792,33.95,40.416666666666664,7.170833333333333,0.0
Varanasi,2025-06-08,49.525,99.22083333333333,137.625,12.258333333333335,12.720833333333333,470.625,165.1306898861132,35.67916666666667,36.916666666666664,8.895833333333334,0.0
Varanasi,2025-06-09,63.15833333333334,90.05833333333332,136.25,12.991666666666665,16.725,479.75,180.779001049131,36.262499999999996,37.166666666666664,9.233333333333334,0.0
Varanasi,2025-06-10,68.76666666666667,87.25,140.25,10.616666666666665,17.96666666666667,474.1666666666667,184.27716803911477,36.775,38.75,10.733333333333334,0.0
Varanasi,2025-06-11,40.733333333333334,45.766666666666666,134.29166666666666,9.108333333333334,16.554166666666667,440.2916666666667,157.95426419706803,36.666666666666664,39.0,10.1,0.0
Varanasi,2025-06-12,24.770833333333332,27.133333333333333,113.16666666666667,8.1625,11.629166666666666,408.8333333333333,122.14179104477613,36.84583333333334,39.875,10.720833333333333,0.0
Varanasi,2025-06-13,23.875,25.541666666666668,120.83333333333333,9.066666666666666,13.879166666666666,409.0416666666667,134.74129353233832,36.32083333333333,45.041666666666664,10.354166666666666,0.0125
Varanasi,2025-06-14,42.104166666666664,45.5875,129.54166666666666,10.241666666666665,16.370833333333334,448.8333333333333,155.8192767924304,37.75,41.791666666666664,6.158333333333333,0.0
Varanasi,2025-06-15,60.791666666666664,66.15,127.75,11.700000000000001,17.679166666666667,460.75,160.82554633991845,34.96666666666666,53.833333333333336,6.975,0.041666666666666664
Varanasi,2025-06-16,54.204166666666666,56.78333333333334,123.375,11.8,15.608333333333333,521.6666666666666,156.64190651516952,33.12916666666666,63.833333333333336,5.1875,0.375
Varanasi,2025-06-17,36.8375,37.36666666666667,113.45833333333333,11.0875,12.9625,486.4166666666667,131.73763378069864,31.11666666666667,73.54166666666667,4.966666666666667,0.25
Varanasi,2025-06-18,32.78333333333334,33.22083333333334,111.16666666666667,11.941666666666666,13.525,599.9166666666666,121.67145307943044,29.700000000000003,81.25,3.1666666666666665,0.31666666666666665
Varanasi,2025-06-19,33.125,38.895833333333336,103.04166666666667,11.208333333333334,15.379166666666665,471.8333333333333,114.82323082861555,30.825000000000003,74.08333333333333,7.904166666666668,0.0
Varanasi,2025-06-20,33.670833333333334,34.891666666666666,106.70833333333333,10.770833333333334,14.258333333333335,389.5416666666667,115.50370560988164,28.64166666666667,83.16666666666667,4.4,0.8208333333333334
Varanasi,2025-06-21,32.05833333333334,32.19583333333333,115.08333333333333,10.616666666666665,14.658333333333335,443.3333333333333,127.95307728598388,28.89166666666667,84.08333333333333,4.895833333333333,0.2916666666666667
Varanasi,2025-06-22,15.670833333333333,16.491666666666667,83.54166666666667,11.620833333333334,10.420833333333334,436.4583333333333,88.93860868073426,30.158333333333335,79.33333333333333,5.129166666666667,0.12916666666666665
Varanasi,2025-06-23,30.529166666666665,31.7875,87.75,14.604166666666666,14.666666666666666,514.8333333333334,96.7146451649797,29.57916666666667,83.5,4.325,0.4166666666666667
Varanasi,2025-06-24,28.32916666666667,28.925,97.83333333333333,10.433333333333334,12.391666666666666,379.6666666666667,104.01074798421685,30.00833333333333,80.83333333333333,6.145833333333333,0.19583333333333336
Varanasi,2025-06-25,28.1375,28.558333333333334,104.33333333333333,8.175,10.420833333333334,357.25,110.78109452736318,30.145833333333332,77.54166666666667,11.779166666666667,0.4458333333333333
Varanasi,2025-06-26,19.166666666666668,19.45,91.41666666666667,7.408333333333333,8.216666666666667,277.0416666666667,94.24253731343283,30.4375,75.58333333333333,13.0375,0.16666666666666666
Varanasi,2025-06-27,23.491666666666667,23.854166666666668,93.29166666666667,9.1625,12.141666666666666,367.9166666666667,97.43097014925374,30.066666666666666,77.79166666666667,9.091666666666667,0.5041666666666667
Varanasi,2025-06-28,23.35833333333333,23.445833333333333,102.20833333333333,10.829166666666666,13.366666666666665,458.125,109.98942786069652,29.2625,82.20833333333333,4.179166666666667,0.3166666666666667
Varanasi,2025-06-29,22.73333333333333,24.17083333333333,80.70833333333333,12.591666666666665,11.8375,468.4166666666667,85.98443343626694,28.3625,84.83333333333333,5.566666666666667,0.7583333333333334
Varanasi,2025-06-30,23.34166666666667,24.175,93.45833333333333,11.1375,12.308333333333334,541.625,100.14901569737519,28.5875,85.20833333333333,4.275,0.7291666666666666
Varanasi,2025-07-01,30.245833333333334,30.341666666666665,99.91666666666667,11.270833333333334,12.3625,414.5,108.06808843712471,28.05833333333333,87.33333333333333,6.420833333333333,0.5541666666666666
Varanasi,2025-07-02,30.17916666666667,30.299999999999997,104.41666666666667,8.408333333333333,11.9,349.125,111.28233830845771,29.5875,81.625,9.579166666666666,0.8208333333333334
Varanasi,2025-07-03,29.904166666666665,30.0625,93.66666666666667,9.604166666666666,12.116666666666665,346.1666666666667,98.26712986790187,29.479166666666668,82.66666666666667,8.883333333333335,0.2583333333333333
Varanasi,2025-07-04,30.32916666666667,30.39166666666667,95.0,11.429166666666665,13.216666666666667,511.875,104.34691199176532,28.84166666666667,84.875,7.558333333333333,0.5791666666666666
